recall,precision,method
0.9446666666666667,0.33854975510691676,FedTROS-PR
0.9446666666666667,0.33856593314696676,FedTROS-PR
0.9445333333333333,0.33861523386152337,FedTROS-PR
0.9444666666666667,0.3387046644511918,FedTROS-PR
0.9444,0.33894817437909747,FedTROS-PR
0.9444,0.33896439509954057,FedTROS-PR
0.9442666666666667,0.3390382267754985,FedTROS-PR
0.9442666666666667,0.33913563988985995,FedTROS-PR
0.9441333333333334,0.33916083916083917,FedTROS-PR
0.9440666666666667,0.33919375314378786,FedTROS-PR
0.9440666666666667,0.3393725884918638,FedTROS-PR
0.944,0.33946251768033947,FedTROS-PR
0.9439333333333333,0.3394792365972955,FedTROS-PR
0.9438,0.3396756082345602,FedTROS-PR
0.9438,0.33989580082110876,FedTROS-PR
0.9438,0.33992028428736076,FedTROS-PR
0.9436666666666667,0.33993756003842457,FedTROS-PR
0.9436666666666667,0.3402317084895683,FedTROS-PR
0.9436666666666667,0.3402398865466433,FedTROS-PR
0.9436,0.34031401024260055,FedTROS-PR
0.9434666666666667,0.3403804988334897,FedTROS-PR
0.9434,0.3404547094911584,FedTROS-PR
0.9434,0.34055302866219045,FedTROS-PR
0.9434,0.3406432044677676,FedTROS-PR
0.9434,0.3406514046363833,FedTROS-PR
0.9434,0.34070881687292337,FedTROS-PR
0.9434,0.3407334280417038,FedTROS-PR
0.9434,0.34074983746297766,FedTROS-PR
0.9432,0.3408663807642269,FedTROS-PR
0.9429333333333333,0.34090142202940465,FedTROS-PR
0.9429333333333333,0.34093429108614953,FedTROS-PR
0.9429333333333333,0.3409589470385459,FedTROS-PR
0.9426,0.34118385174102944,FedTROS-PR
0.9426,0.34127443881245473,FedTROS-PR
0.9426,0.3412826763861064,FedTROS-PR
0.9426,0.34138980104307515,FedTROS-PR
0.9426,0.3414392658778073,FedTROS-PR
0.9426,0.3414475114105629,FedTROS-PR
0.9425333333333333,0.3414398531649238,FedTROS-PR
0.9424666666666667,0.3414981761963427,FedTROS-PR
0.9422666666666667,0.3415742284733802,FedTROS-PR
0.9422666666666667,0.34160725075528703,FedTROS-PR
0.9421333333333334,0.34165800352972464,FedTROS-PR
0.9420666666666667,0.34171644137063817,FedTROS-PR
0.9420666666666667,0.34175776337428654,FedTROS-PR
0.9420666666666667,0.34176602897429076,FedTROS-PR
0.9420666666666667,0.34179082817337464,FedTROS-PR
0.9420666666666667,0.34193969897885107,FedTROS-PR
0.9420666666666667,0.3420141830239369,FedTROS-PR
0.9420666666666667,0.342039018250472,FedTROS-PR
0.9420666666666667,0.34207213749697407,FedTROS-PR
0.9419333333333333,0.34211482118211095,FedTROS-PR
0.9419333333333333,0.3422308344435025,FedTROS-PR
0.9418,0.34237312781736223,FedTROS-PR
0.9418,0.34241462054924016,FedTROS-PR
0.9418,0.3424478219765835,FedTROS-PR
0.9418,0.34247272727272726,FedTROS-PR
0.9417333333333333,0.3425315227934045,FedTROS-PR
0.9417333333333333,0.34272266297886794,FedTROS-PR
0.9417333333333333,0.3427808784275661,FedTROS-PR
0.9417333333333333,0.3427975150456222,FedTROS-PR
0.9417333333333333,0.34293066614876677,FedTROS-PR
0.9417333333333333,0.3430139381283085,FedTROS-PR
0.9417333333333333,0.34303059737736763,FedTROS-PR
0.9417333333333333,0.3431222521800384,FedTROS-PR
0.9417333333333333,0.34327233846079075,FedTROS-PR
0.9417333333333333,0.34330570880015554,FedTROS-PR
0.9417333333333333,0.3433307408127552,FedTROS-PR
0.9416666666666667,0.34335650736545287,FedTROS-PR
0.9416,0.34345743258030786,FedTROS-PR
0.9414,0.34389459841215725,FedTROS-PR
0.9413333333333334,0.34388699464198735,FedTROS-PR
0.9413333333333334,0.34395400954886485,FedTROS-PR
0.9412666666666667,0.34397154481448095,FedTROS-PR
0.9412666666666667,0.3440050678556636,FedTROS-PR
0.9412666666666667,0.34401344963695724,FedTROS-PR
0.9412,0.3441484045535431,FedTROS-PR
0.9412,0.3441735738664066,FedTROS-PR
0.9410666666666667,0.3442339112834394,FedTROS-PR
0.9410666666666667,0.34429268292682924,FedTROS-PR
0.9410666666666667,0.34435987509758004,FedTROS-PR
0.9410666666666667,0.34439348101883477,FedTROS-PR
0.9410666666666667,0.3444018835240442,FedTROS-PR
0.9409333333333333,0.34452119999023606,FedTROS-PR
0.9409333333333333,0.3445296099204218,FedTROS-PR
0.9408666666666666,0.3445556640625,FedTROS-PR
0.9408666666666666,0.34459772921499204,FedTROS-PR
0.9408,0.34462380033700457,FedTROS-PR
0.9408,0.34465746733422886,FedTROS-PR
0.9407333333333333,0.3446751343429409,FedTROS-PR
0.9405333333333333,0.34479556174695114,FedTROS-PR
0.9404666666666667,0.34482168609909314,FedTROS-PR
0.9404666666666667,0.34484697369707634,FedTROS-PR
0.9403333333333334,0.34486552567237166,FedTROS-PR
0.9403333333333334,0.34490769042670255,FedTROS-PR
0.9403333333333334,0.3449329942287,FedTROS-PR
0.9403333333333334,0.3449414296544472,FedTROS-PR
0.9402666666666667,0.344959154722888,FedTROS-PR
0.9402666666666667,0.34498446787173154,FedTROS-PR
0.9402666666666667,0.345001345368264,FedTROS-PR
0.9402666666666667,0.34506887187140656,FedTROS-PR
0.9402666666666667,0.34513642481341,FedTROS-PR
0.9402666666666667,0.34522935330689775,FedTROS-PR
0.9400666666666667,0.3453841820363975,FedTROS-PR
0.94,0.3453681477489835,FedTROS-PR
0.94,0.34540198912351183,FedTROS-PR
0.9399333333333333,0.34545365447283954,FedTROS-PR
0.9399333333333333,0.3454790492526342,FedTROS-PR
0.9397333333333333,0.34554948152869364,FedTROS-PR
0.9397333333333333,0.34557489580779605,FedTROS-PR
0.9397333333333333,0.34566811348978643,FedTROS-PR
0.9396,0.34576321083361955,FedTROS-PR
0.9392,0.3457687021401924,FedTROS-PR
0.9391333333333334,0.3457696178297047,FedTROS-PR
0.939,0.34582238699698004,FedTROS-PR
0.939,0.34589032685837773,FedTROS-PR
0.9388666666666666,0.34591766555315384,FedTROS-PR
0.9388666666666666,0.3459601542732208,FedTROS-PR
0.9388,0.3461737014184223,FedTROS-PR
0.9388,0.3461907220296482,FedTROS-PR
0.9387333333333333,0.34632790594716906,FedTROS-PR
0.9386,0.3466453280807583,FedTROS-PR
0.9384,0.34673366834170855,FedTROS-PR
0.9383333333333334,0.3468371898178951,FedTROS-PR
0.9383333333333334,0.3471280242681333,FedTROS-PR
0.9383333333333334,0.34719652680135177,FedTROS-PR
0.9382,0.34717288336293667,FedTROS-PR
0.9381333333333334,0.34718247310766803,FedTROS-PR
0.9381333333333334,0.3471996052306933,FedTROS-PR
0.9379333333333333,0.3472712462666305,FedTROS-PR
0.9378666666666666,0.3472722784497655,FedTROS-PR
0.9378666666666666,0.3473666016444851,FedTROS-PR
0.9378666666666666,0.34742665217820806,FedTROS-PR
0.9377333333333333,0.3474974059983201,FedTROS-PR
0.9377333333333333,0.34759186497640054,FedTROS-PR
0.9376,0.34769710005191723,FedTROS-PR
0.9374666666666667,0.3478196344208365,FedTROS-PR
0.9373333333333334,0.3478734196006631,FedTROS-PR
0.9373333333333334,0.3479164604572899,FedTROS-PR
0.9373333333333334,0.3479422900838922,FedTROS-PR
0.9373333333333334,0.3480025741299936,FedTROS-PR
0.9373333333333334,0.3480111878418851,FedTROS-PR
0.9372,0.3480823037115904,FedTROS-PR
0.937,0.34822357663148507,FedTROS-PR
0.9369333333333333,0.3483800599885972,FedTROS-PR
0.9368666666666666,0.3484416453844437,FedTROS-PR
0.9366666666666666,0.34863523573200994,FedTROS-PR
0.9366666666666666,0.34869580324125776,FedTROS-PR
0.9365333333333333,0.3487673477494476,FedTROS-PR
0.9361333333333334,0.34886089786589153,FedTROS-PR
0.936,0.3491668739119622,FedTROS-PR
0.9359333333333333,0.3492114820158201,FedTROS-PR
0.9358666666666666,0.3492039800995025,FedTROS-PR
0.9358,0.3494224833217166,FedTROS-PR
0.9358,0.34948338105315574,FedTROS-PR
0.9358,0.3495094865793536,FedTROS-PR
0.9358,0.3496313639533725,FedTROS-PR
0.9358,0.3496574915929755,FedTROS-PR
0.9357333333333333,0.3496500012455472,FedTROS-PR
0.9356666666666666,0.34963380000996463,FedTROS-PR
0.9356666666666666,0.3496512207274539,FedTROS-PR
0.9356666666666666,0.350017457229787,FedTROS-PR
0.9354,0.350136001796721,FedTROS-PR
0.9352,0.35014851608716274,FedTROS-PR
0.9351333333333334,0.3501322949428386,FedTROS-PR
0.9351333333333334,0.3501497753369945,FedTROS-PR
0.935,0.3501610366264699,FedTROS-PR
0.935,0.3502397362900809,FedTROS-PR
0.935,0.35030097160126883,FedTROS-PR
0.9349333333333333,0.3503459991506158,FedTROS-PR
0.9349333333333333,0.3505036115068356,FedTROS-PR
0.9349333333333333,0.3505123719070232,FedTROS-PR
0.9347333333333333,0.350525,FedTROS-PR
0.9347333333333333,0.3505337633440836,FedTROS-PR
0.9346,0.35061524609843936,FedTROS-PR
0.9346,0.3507556044835869,FedTROS-PR
0.9345333333333333,0.35088861076345434,FedTROS-PR
0.9345333333333333,0.35090617803144086,FedTROS-PR
0.9345333333333333,0.35095889039106704,FedTROS-PR
0.9345333333333333,0.3509852525100779,FedTROS-PR
0.9345333333333333,0.3509940407631829,FedTROS-PR
0.9344666666666667,0.35097779001928037,FedTROS-PR
0.9344,0.3511285918280432,FedTROS-PR
0.9338666666666666,0.3511657056906493,FedTROS-PR
0.9338,0.35115824308062576,FedTROS-PR
0.9338,0.3512374934175882,FedTROS-PR
0.9338,0.3512639181462534,FedTROS-PR
0.9338,0.351369656833233,FedTROS-PR
0.9338,0.35138728613717324,FedTROS-PR
0.9338,0.35144018466479326,FedTROS-PR
0.9338,0.35156367652226295,FedTROS-PR
0.9338,0.3515901503551796,FedTROS-PR
0.9338,0.35162545500188275,FedTROS-PR
0.9338,0.3518020846414668,FedTROS-PR
0.9337333333333333,0.3518830238926714,FedTROS-PR
0.9336666666666666,0.3520701877875261,FedTROS-PR
0.9336666666666666,0.3521410072666013,FedTROS-PR
0.9336,0.35216899283289327,FedTROS-PR
0.9335333333333333,0.35228559209036703,FedTROS-PR
0.9335333333333333,0.3525073003725707,FedTROS-PR
0.9335333333333333,0.3525339241207422,FedTROS-PR
0.9335333333333333,0.35256942870810987,FedTROS-PR
0.9335333333333333,0.3525871836837467,FedTROS-PR
0.9335333333333333,0.3526315789473684,FedTROS-PR
0.9335333333333333,0.35270263462797846,FedTROS-PR
0.9334666666666667,0.3528107440723663,FedTROS-PR
0.9333333333333333,0.35289372857430934,FedTROS-PR
0.9331333333333334,0.35329900550254933,FedTROS-PR
0.9331333333333334,0.35334359932345444,FedTROS-PR
0.9331333333333334,0.3534238965761034,FedTROS-PR
0.9331333333333334,0.3534328207459031,FedTROS-PR
0.9327333333333333,0.3535580713635904,FedTROS-PR
0.9327333333333333,0.3536563787568565,FedTROS-PR
0.9327333333333333,0.35367425870219166,FedTROS-PR
0.9326666666666666,0.35374734499848287,FedTROS-PR
0.9326666666666666,0.3538457647267117,FedTROS-PR
0.9326,0.3538473212930642,FedTROS-PR
0.9324666666666667,0.35385043513458814,FedTROS-PR
0.9322666666666667,0.35411496581413016,FedTROS-PR
0.9322666666666667,0.35415083827179256,FedTROS-PR
0.932,0.3542110063849194,FedTROS-PR
0.932,0.35421998125015836,FedTROS-PR
0.932,0.35427383999391804,FedTROS-PR
0.932,0.3543007755081352,FedTROS-PR
0.932,0.3543456771348186,FedTROS-PR
0.932,0.35436364097234546,FedTROS-PR
0.9318,0.3544313427158615,FedTROS-PR
0.9318,0.35453023538961037,FedTROS-PR
0.9317333333333333,0.35463980309066456,FedTROS-PR
0.9315333333333333,0.3547166937449228,FedTROS-PR
0.9315333333333333,0.35478874669916716,FedTROS-PR
0.9315333333333333,0.3548698412698413,FedTROS-PR
0.9315333333333333,0.3548968810322056,FedTROS-PR
0.9314666666666667,0.3550518398048384,FedTROS-PR
0.9314,0.3551166692084795,FedTROS-PR
0.9312666666666667,0.35511096423214783,FedTROS-PR
0.9312666666666667,0.3551290199567815,FedTROS-PR
0.9312666666666667,0.3551380485076524,FedTROS-PR
0.9312,0.3552119624647153,FedTROS-PR
0.9312,0.3552390640895219,FedTROS-PR
0.931,0.3554249064671299,FedTROS-PR
0.931,0.35546109400056,FedTROS-PR
0.9309333333333333,0.355589508530685,FedTROS-PR
0.9308666666666666,0.35570897233402965,FedTROS-PR
0.9308,0.3558013302413292,FedTROS-PR
0.9307333333333333,0.35582118462636353,FedTROS-PR
0.9307333333333333,0.3558483929345194,FedTROS-PR
0.9307333333333333,0.3559481923410331,FedTROS-PR
0.9306666666666666,0.3559680750694852,FedTROS-PR
0.9306,0.3560606060606061,FedTROS-PR
0.9306,0.3560696885442441,FedTROS-PR
0.9304,0.3562476068921506,FedTROS-PR
0.9304,0.35626579531820385,FedTROS-PR
0.9304,0.3563021777426026,FedTROS-PR
0.9303333333333333,0.35629484004391454,FedTROS-PR
0.9302666666666667,0.35632389366972245,FedTROS-PR
0.9302666666666667,0.3563693942179998,FedTROS-PR
0.9302,0.3564075710746124,FedTROS-PR
0.9302,0.3564530962599632,FedTROS-PR
0.9301333333333334,0.3565550728341426,FedTROS-PR
0.9300666666666667,0.35660242318899854,FedTROS-PR
0.93,0.356759245051404,FedTROS-PR
0.93,0.35681399631675875,FedTROS-PR
0.93,0.35686876438986953,FedTROS-PR
0.93,0.356996621967448,FedTROS-PR
0.93,0.3570788645148079,FedTROS-PR
0.9299333333333333,0.35715383039737814,FedTROS-PR
0.9299333333333333,0.3571812664840089,FedTROS-PR
0.9299333333333333,0.3572819015419292,FedTROS-PR
0.9299333333333333,0.3573551263001486,FedTROS-PR
0.9298,0.3574229261167064,FedTROS-PR
0.9297333333333333,0.3575989127926357,FedTROS-PR
0.9297333333333333,0.35761725260917504,FedTROS-PR
0.9297333333333333,0.35769980506822613,FedTROS-PR
0.9295333333333333,0.35783395354805597,FedTROS-PR
0.9294666666666667,0.35790932895209737,FedTROS-PR
0.9292666666666667,0.35797015845296487,FedTROS-PR
0.9292,0.3579996404078802,FedTROS-PR
0.929,0.3580513373930471,FedTROS-PR
0.9289333333333334,0.35809004934210525,FedTROS-PR
0.9288,0.3581306873682587,FedTROS-PR
0.9288,0.3581398935760006,FedTROS-PR
0.9282666666666667,0.3584410235288061,FedTROS-PR
0.9282666666666667,0.35848716562395405,FedTROS-PR
0.9282,0.3587200164893206,FedTROS-PR
0.9280666666666667,0.3588164033301544,FedTROS-PR
0.9280666666666667,0.3588349014048202,FedTROS-PR
0.9279333333333334,0.3589036150791604,FedTROS-PR
0.9278666666666666,0.3589518749677619,FedTROS-PR
0.9278,0.3589445991952956,FedTROS-PR
0.9278,0.358981634337598,FedTROS-PR
0.9276,0.3589505456234038,FedTROS-PR
0.9276,0.35903390617742686,FedTROS-PR
0.9273333333333333,0.3592365899641022,FedTROS-PR
0.9273333333333333,0.35943152454780364,FedTROS-PR
0.9272,0.35944486082753985,FedTROS-PR
0.927,0.35945093578740567,FedTROS-PR
0.9269333333333334,0.3595087265675501,FedTROS-PR
0.9269333333333334,0.35952731880123084,FedTROS-PR
0.9269333333333334,0.3596203088223883,FedTROS-PR
0.9268666666666666,0.35965956125827814,FedTROS-PR
0.9266666666666666,0.3597215392976372,FedTROS-PR
0.9266666666666666,0.359740158906804,FedTROS-PR
0.9266,0.3598819295202092,FedTROS-PR
0.9265333333333333,0.3598746730883762,FedTROS-PR
0.9264666666666667,0.35987673503211104,FedTROS-PR
0.9262,0.36014620489423477,FedTROS-PR
0.9262,0.3601555411535969,FedTROS-PR
0.9261333333333334,0.3603070857972819,FedTROS-PR
0.9260666666666667,0.36042136945071485,FedTROS-PR
0.9260666666666667,0.3604494265400384,FedTROS-PR
0.9259333333333334,0.3605097855993355,FedTROS-PR
0.9259333333333334,0.3605285017132177,FedTROS-PR
0.9259333333333334,0.3605753005010514,FedTROS-PR
0.9259333333333334,0.3606314750863345,FedTROS-PR
0.9259333333333334,0.36064083921894474,FedTROS-PR
0.9258666666666666,0.3606804311128425,FedTROS-PR
0.9258666666666666,0.36072727272727273,FedTROS-PR
0.9258666666666666,0.3607834987270743,FedTROS-PR
0.9257333333333333,0.36078777800873,FedTROS-PR
0.9257333333333333,0.3607971522851872,FedTROS-PR
0.9257333333333333,0.3608346542629213,FedTROS-PR
0.9253333333333333,0.36100707449022057,FedTROS-PR
0.9251333333333334,0.36103233863204726,FedTROS-PR
0.9251333333333334,0.36108870443131846,FedTROS-PR
0.9249333333333334,0.3611986149800838,FedTROS-PR
0.9249333333333334,0.36125504491602656,FedTROS-PR
0.9249333333333334,0.3613114924867835,FedTROS-PR
0.9249333333333334,0.3613679577006225,FedTROS-PR
0.9249333333333334,0.3613773702854761,FedTROS-PR
0.9249333333333334,0.3613961969262829,FedTROS-PR
0.9249333333333334,0.3614809410906438,FedTROS-PR
0.9248666666666666,0.3614737226087183,FedTROS-PR
0.9248666666666666,0.36150198040441944,FedTROS-PR
0.9248666666666666,0.36152082138948244,FedTROS-PR
0.9248,0.36164554982011576,FedTROS-PR
0.9248,0.36175872320450636,FedTROS-PR
0.9248,0.36179646340827293,FedTROS-PR
0.9246666666666666,0.36188587679703604,FedTROS-PR
0.9246666666666666,0.3619519832985386,FedTROS-PR
0.9246666666666666,0.36198976928698195,FedTROS-PR
0.9246666666666666,0.36205591375394813,FedTROS-PR
0.9246666666666666,0.36212208239778604,FedTROS-PR
0.9246,0.3622662208755616,FedTROS-PR
0.9246,0.3622756837238461,FedTROS-PR
0.9245333333333333,0.3623347442127815,FedTROS-PR
0.9244666666666667,0.3625454260242098,FedTROS-PR
0.9244666666666667,0.36260230630442175,FedTROS-PR
0.9244666666666667,0.36261178808639716,FedTROS-PR
0.9242,0.36284876720933884,FedTROS-PR
0.9241333333333334,0.36285108499332513,FedTROS-PR
0.9240666666666667,0.36311005160715687,FedTROS-PR
0.9240666666666667,0.3631195640783821,FedTROS-PR
0.924,0.3631314189897296,FedTROS-PR
0.924,0.3631980294017452,FedTROS-PR
0.9238666666666666,0.3633932083387964,FedTROS-PR
0.9238666666666666,0.36340273771437565,FedTROS-PR
0.9238666666666666,0.36353620146904514,FedTROS-PR
0.9238666666666666,0.3635743519781719,FedTROS-PR
0.9238666666666666,0.36358389085661813,FedTROS-PR
0.9238,0.36375807213734446,FedTROS-PR
0.9237333333333333,0.3639228870095078,FedTROS-PR
0.9235333333333333,0.3640066216464777,FedTROS-PR
0.9232666666666667,0.3640162964909975,FedTROS-PR
0.9230666666666667,0.36429172805725113,FedTROS-PR
0.923,0.36439964204874453,FedTROS-PR
0.923,0.3644284172567187,FedTROS-PR
0.923,0.36449557708508845,FedTROS-PR
0.9228666666666666,0.36468294739060564,FedTROS-PR
0.9227333333333333,0.3649282851719047,FedTROS-PR
0.9226,0.3651258508785816,FedTROS-PR
0.9226,0.36517402432910256,FedTROS-PR
0.9226,0.36523184925180124,FedTROS-PR
0.9226,0.36530897764168624,FedTROS-PR
0.9226,0.36550194120909596,FedTROS-PR
0.9226,0.36552124877842634,FedTROS-PR
0.9226,0.3655888413377714,FedTROS-PR
0.9224666666666667,0.3656036145533332,FedTROS-PR
0.9221333333333334,0.36565507031828276,FedTROS-PR
0.9220666666666667,0.3659478767032676,FedTROS-PR
0.9220666666666667,0.3660447267434167,FedTROS-PR
0.9220666666666667,0.36610286137801423,FedTROS-PR
0.922,0.36639643935781274,FedTROS-PR
0.922,0.36642556235593354,FedTROS-PR
0.9217333333333333,0.36649436713055006,FedTROS-PR
0.9217333333333333,0.3666304261356103,FedTROS-PR
0.9216666666666666,0.3666330752095046,FedTROS-PR
0.9216666666666666,0.3669055201698514,FedTROS-PR
0.9216666666666666,0.36721738206544835,FedTROS-PR
0.9215333333333333,0.367213027654544,FedTROS-PR
0.9213333333333333,0.367338259528999,FedTROS-PR
0.9212,0.36743159518174806,FedTROS-PR
0.9211333333333334,0.3676494066308339,FedTROS-PR
0.9211333333333334,0.3676591894840478,FedTROS-PR
0.9211333333333334,0.3677766243445394,FedTROS-PR
0.9211333333333334,0.3677864139693356,FedTROS-PR
0.9211333333333334,0.3678255776807582,FedTROS-PR
0.9211333333333334,0.3678451626643949,FedTROS-PR
0.9211333333333334,0.3679137265344162,FedTROS-PR
0.9208,0.36806480839950967,FedTROS-PR
0.9208,0.36813347903728777,FedTROS-PR
0.9208,0.36833964478105496,FedTROS-PR
0.9208,0.36839859169956257,FedTROS-PR
0.9208,0.3684182448652974,FedTROS-PR
0.9207333333333333,0.3684800298818068,FedTROS-PR
0.9207333333333333,0.3684898612593383,FedTROS-PR
0.9207333333333333,0.3685390260173449,FedTROS-PR
0.9206,0.3685544998398633,FedTROS-PR
0.9204666666666667,0.36859949810454373,FedTROS-PR
0.9204666666666667,0.3687274669515289,FedTROS-PR
0.9204,0.36871060784104265,FedTROS-PR
0.9204,0.3687303028684365,FedTROS-PR
0.9203333333333333,0.3688513639885644,FedTROS-PR
0.9201333333333334,0.36910651726258925,FedTROS-PR
0.9200666666666667,0.3691390055366839,FedTROS-PR
0.9200666666666667,0.3691488792596159,FedTROS-PR
0.9199333333333334,0.3692435310802494,FedTROS-PR
0.9199333333333334,0.3693127074189059,FedTROS-PR
0.9198666666666667,0.36941447350807205,FedTROS-PR
0.9197333333333333,0.36940048732160546,FedTROS-PR
0.9197333333333333,0.3694202704511983,FedTROS-PR
0.9197333333333333,0.36946973754686663,FedTROS-PR
0.9196666666666666,0.3696112316801972,FedTROS-PR
0.9195333333333333,0.3696665951972556,FedTROS-PR
0.9195333333333333,0.3697161390623743,FedTROS-PR
0.9195333333333333,0.3698450152839599,FedTROS-PR
0.9195333333333333,0.36986485037005257,FedTROS-PR
0.9194666666666667,0.36999678077046894,FedTROS-PR
0.9194666666666667,0.37002656078126256,FedTROS-PR
0.9192,0.370048309178744,FedTROS-PR
0.9192,0.3701675257731959,FedTROS-PR
0.9189333333333334,0.3701694551118511,FedTROS-PR
0.9186666666666666,0.37025095383954,FedTROS-PR
0.9186666666666666,0.37031065247769535,FedTROS-PR
0.9186,0.3703036818059661,FedTROS-PR
0.9184666666666667,0.3703594182639318,FedTROS-PR
0.9184666666666667,0.37040920578587944,FedTROS-PR
0.9184,0.37044207808970636,FedTROS-PR
0.9184,0.3706214689265537,FedTROS-PR
0.9182666666666667,0.37074720068906114,FedTROS-PR
0.9182666666666667,0.370757180156658,FedTROS-PR
0.9182666666666667,0.3707971034000054,FedTROS-PR
0.9182666666666667,0.37081706824606275,FedTROS-PR
0.9182666666666667,0.37085700438868097,FedTROS-PR
0.9182666666666667,0.37110680030175663,FedTROS-PR
0.9182666666666667,0.37118680607955157,FedTROS-PR
0.9181333333333334,0.371272982153448,FedTROS-PR
0.9180666666666667,0.37133611972495617,FedTROS-PR
0.918,0.3714193235151319,FedTROS-PR
0.9178666666666667,0.37149564231941934,FedTROS-PR
0.9178666666666667,0.37159590834255485,FedTROS-PR
0.9178,0.371669231392241,FedTROS-PR
0.9176,0.3717186993626445,FedTROS-PR
0.9175333333333333,0.3717720151269584,FedTROS-PR
0.9175333333333333,0.3717820578621789,FedTROS-PR
0.9175333333333333,0.3718322796779597,FedTROS-PR
0.9174,0.37191891891891893,FedTROS-PR
0.9174,0.3719892952720785,FedTROS-PR
0.9173333333333333,0.3720125446090624,FedTROS-PR
0.9173333333333333,0.37203266100686744,FedTROS-PR
0.9172666666666667,0.3720458601481802,FedTROS-PR
0.9172666666666667,0.37228746144271874,FedTROS-PR
0.9171333333333334,0.3723441686740466,FedTROS-PR
0.9169333333333334,0.3724545060658579,FedTROS-PR
0.9167333333333333,0.37259524196607596,FedTROS-PR
0.9167333333333333,0.37268612624332603,FedTROS-PR
0.9167333333333333,0.37271643085596573,FedTROS-PR
0.9167333333333333,0.37281748183494196,FedTROS-PR
0.9166666666666666,0.3728611329555007,FedTROS-PR
0.9166666666666666,0.3730128587705496,FedTROS-PR
0.9166,0.37312744246634827,FedTROS-PR
0.9166,0.37322873120147676,FedTROS-PR
0.9166,0.37331993809226427,FedTROS-PR
0.9166,0.37333007494297815,FedTROS-PR
0.9165333333333333,0.3733130583539251,FedTROS-PR
0.9164666666666667,0.37340757843270406,FedTROS-PR
0.9164,0.37361382909328117,FedTROS-PR
0.9163333333333333,0.3736983768793671,FedTROS-PR
0.9163333333333333,0.3737390216711532,FedTROS-PR
0.9163333333333333,0.3737695110676021,FedTROS-PR
0.9163333333333333,0.37381017133532773,FedTROS-PR
0.9163333333333333,0.37399325206791467,FedTROS-PR
0.916,0.37426454565264766,FedTROS-PR
0.916,0.37430532853873816,FedTROS-PR
0.916,0.37440732464984466,FedTROS-PR
0.916,0.3744991686881627,FedTROS-PR
0.916,0.3745093763628434,FedTROS-PR
0.916,0.37477497135999127,FedTROS-PR
0.9159333333333334,0.37480903535573984,FedTROS-PR
0.9159333333333334,0.37487039563437924,FedTROS-PR
0.9157333333333333,0.37508533355178725,FedTROS-PR
0.9156666666666666,0.3751399776035834,FedTROS-PR
0.9156,0.3754100153072381,FedTROS-PR
0.9156,0.3754202771779242,FedTROS-PR
0.9155333333333333,0.37562910284463896,FedTROS-PR
0.9154666666666667,0.37563257378887766,FedTROS-PR
0.9153333333333333,0.37563951738666523,FedTROS-PR
0.9152666666666667,0.37572523262178437,FedTROS-PR
0.9152666666666667,0.3757560828748939,FedTROS-PR
0.9152,0.3757595664312695,FedTROS-PR
0.9152,0.37578013796123944,FedTROS-PR
0.9152,0.3758521560574949,FedTROS-PR
0.9151333333333334,0.37593799638494824,FedTROS-PR
0.9151333333333334,0.3760203802114721,FedTROS-PR
0.9150666666666667,0.376096010521701,FedTROS-PR
0.9150666666666667,0.3761269284520319,FedTROS-PR
0.915,0.376295443329495,FedTROS-PR
0.915,0.37634703446763,FedTROS-PR
0.9149333333333334,0.3763712154453708,FedTROS-PR
0.9149333333333334,0.3764125068568294,FedTROS-PR
0.9148666666666667,0.3766019923708115,FedTROS-PR
0.9148666666666667,0.37675708324181856,FedTROS-PR
0.9148666666666667,0.37678811674583346,FedTROS-PR
0.9148,0.37680204300189474,FedTROS-PR
0.9146,0.3771546391752577,FedTROS-PR
0.9146,0.37727910238429174,FedTROS-PR
0.9145333333333333,0.3772827282728273,FedTROS-PR
0.9145333333333333,0.37731385977940973,FedTROS-PR
0.9145333333333333,0.3773553764476109,FedTROS-PR
0.9144,0.37744571947494426,FedTROS-PR
0.9144,0.37753922378199833,FedTROS-PR
0.9143333333333333,0.3776780305116484,FedTROS-PR
0.9143333333333333,0.3777612515837603,FedTROS-PR
0.9141333333333334,0.37793886607315125,FedTROS-PR
0.9138666666666667,0.37812043141257273,FedTROS-PR
0.9138666666666667,0.3782560706401766,FedTROS-PR
0.9137333333333333,0.37840971838763116,FedTROS-PR
0.9137333333333333,0.3784201662111047,FedTROS-PR
0.9134,0.3786794173737597,FedTROS-PR
0.9132666666666667,0.3786660032617409,FedTROS-PR
0.9130666666666667,0.37871916823360247,FedTROS-PR
0.913,0.3787438811914046,FedTROS-PR
0.9128,0.37878662129637314,FedTROS-PR
0.9128,0.378839023850368,FedTROS-PR
0.9126,0.3788818156656518,FedTROS-PR
0.9125333333333333,0.37895902547065335,FedTROS-PR
0.9124666666666666,0.3790467750422332,FedTROS-PR
0.9124,0.379124075459154,FedTROS-PR
0.9124,0.3791660894860784,FedTROS-PR
0.9124,0.3795341098169717,FedTROS-PR
0.9120666666666667,0.37960599334073253,FedTROS-PR
0.9120666666666667,0.37964812964812966,FedTROS-PR
0.9116666666666666,0.3798505597066748,FedTROS-PR
0.9116,0.37987554172685856,FedTROS-PR
0.9115333333333333,0.37992164272416573,FedTROS-PR
0.9114,0.3799610894941634,FedTROS-PR
0.9114,0.38002446211152496,FedTROS-PR
0.9113333333333333,0.380038921323325,FedTROS-PR
